sentence,currency,sentiment
Spain Sovereign Update: 30-Year Yields Lower,2,-60
"American Housing Has a Price Problem, Not A Demand Problem",1,-60
"American Housing Has a Price Problem, Not A Demand Problem",1,-60
"For U.S. Housing the Problem is Price, Not Demand: Markets Live",1,-60
TOPLive Starts: Live Coverage as U.S. Enters Day 34 of Shutdown,1,0
"U.S. Payrolls Rise 312,000, Wages Accelerate in Jobs Blowout (2)",1,60
"European, Asian Shares Climb; Barclays, Nokia, H&M Lead Advance",2,60
"European, Asian Shares Climb; Barclays, Nokia, H&M Lead Advance",2,60
"European, Asian Shares Climb; Barclays, Nokia, H&M Lead Advance",2,60
"European, Asian Shares Climb; Barclays, Nokia, H&M Lead Advance",2,60
Italy Sees Peace Deal With EU as Commissioners Meet on Budget,2,-60
Italy Sees Peace Deal With EU as Commissioners Meet on Budget,2,-60
Italy Sees Peace Deal With EU as Commissioners Meet on Budget,2,-60
New Zealand Consumer Confidence Recovers From Mid-Year Slump,17,0
"Stocks off Highs, Curve Flattens After Fed",1,0
"*EMERGING-MARKET CURRENCIES, STOCKS PARE GAINS AFTER FED",1,0
U.S. Federal Open Market Committee Statements Comparison,1,0
U.S. Federal Open Market Committee Statements Comparison,1,0
*U.S. STOCKS ERASE GAINS; S&P 500 TRADES LITTLE CHNAGED,1,60
FOMC Signals Some Further Gradual Rate Increases Are on Way,1,0
"Fed Raises Rates, Trims Forecast for Hikes in 2019 to Two (1)",1,60
"Fed Raises Rates, Trims Forecast for Hikes in 2019 to Two (1)",1,60
Fed Release Looks More Hawkish Than Hoped,1,0
Computer Chip Stocks Suggest Fed Disappointment Too,1,0
"*AUSSIE EXTENDS DROP, DOWN 0.8% TO 0.7125, LOWEST SINCE NOV. 1",5,-60
"*AUSSIE EXTENDS DROP, DOWN 0.8% TO 0.7125, LOWEST SINCE NOV. 1",5,-60
Hasenstab Says More Dovish Fed to Spur Emerging-Market Rally,1,60
Hasenstab Says More Dovish Fed to Spur Emerging-Market Rally,1,60
Hasenstab Says More Dovish Fed to Spur Emerging-Market Rally,1,60
CORRECT: Argentina to Keep Limit on USD Buys if FX Band Crossed,1,0
CORRECT: Argentina to Keep Limit on USD Buys if FX Band Crossed,1,0
Breakeven Inflation Reverses on Fed,1,0
Biggest Emerging-Market ETF Erases Drop After Fed: Inside EM,1,-60
"Kospi Stocks Gain Foreign Investors as Index Rises, Won Advances",9,60
"Kospi Stocks Gain Foreign Investors as Index Rises, Won Advances",9,60
*POWELL BEGINS POST FOMC MEETING PRESS CONFERENCE,1,60
*POWELL BEGINS POST FOMC MEETING PRESS CONFERENCE,1,60
*POWELL: ECONOMY BEEN GROWING AT STRONG PACE OVER PAST YEAR,1,60
*FED CHAIRMAN POWELL SPEAKS AT PRESS CONFERENCE IN WASHINGTON,1,0
*FED CHAIRMAN POWELL SPEAKS AT PRESS CONFERENCE IN WASHINGTON,1,0
*FED CHAIRMAN POWELL SPEAKS AT PRESS CONFERENCE IN WASHINGTON,1,0
*POWELL SAYS SOME CROSS CURRENTS HAVE EMERGED SINCE SEPT. FOMC,1,0
*POWELL SAYS SOME CROSS CURRENTS HAVE EMERGED SINCE SEPT. FOMC,1,0
"*POWELL: SINCE SEPT. FOMC, SOME CROSS CURRENTS HAVE EMERGED",1,0
"*POWELL: SINCE SEPT. FOMC, SOME CROSS CURRENTS HAVE EMERGED",1,0
*POWELL: WAGES HAVE RISEN FOR WIDE RANGE OF JOBS,1,60
*POWELL: INFLATION ENDING YEAR MORE SUBDUED THAN EXPECTED,1,0
*POWELL: STRONG ECONOMY BENEFITING MANY AMERICANS,1,60
*POWELL: WE HAVE SEEN DEVELOPMENTS THAT SIGNAL SOFTENING,1,0
*POWELL: FINANCIAL MARKET VOLATILITY HAS INCREASED,1,0
*POWELL: FINANCIAL CONDITIONS HAVE TIGHTENED,1,-60
*POWELL: DEVELOPMENTS HAVEN'T FUNDAMENTALLY ALTERED OUTLOOK,1,0
*POWELL: PROJECTIONS SHOW MODESTLY LOWER PATH FOR FED FUNDS RATE,1,0
*POWELL: PROJECTIONS SHOW MODESTLY LOWER PATH FOR FED FUNDS RATE,1,0
*POWELL: LOWER RATE PATH IN DOT PLOT SHOULD SUPPORT ECONOMY,1,0
*POWELL: MOST FOMC COLLEAGUES SEE ECONOMY DOING WELL IN 2019,1,0
*POWELL: MOST FOMC COLLEAGUES SEE ECONOMY DOING WELL IN 2019,1,0
*POWELL: POLICY NOT ON PRESET COURSE,1,-60
*POWELL: POLICY NOT ON PRESET COURSE,1,-60
*POWELL: ECONOMY MAY NOT BE AS KIND TO OUR FORECASTS IN 2019,1,-60
*POWELL: TODAY WE SEE GROWTH MODERATING AHEAD,1,0
*POWELL: GLOBAL WEAKENING AMONG REASONS FOR 2019 GDP FORECAST,1,-60
*POWELL: MONETARY POLICY WILL PROVIDE SMALLER BOOST IN 2019,1,60
*POWELL: MONETARY POLICY WILL PROVIDE SMALLER BOOST IN 2019,1,60
*POWELL: PEOPLE MAY DIFFER OVER HOW TO DESCRIBE POLICY IN 2019,1,-60
*POWELL: MEDIAN FORECAST IS NOT A CONSENSUS JUDGMENT,1,0
*POWELL: POLICY TO BE GUIDED BY INCOMING DATA,1,0
*POWELL: NEITHER PACE NOR DESTINATION IS PRE-DETERMINED,1,0
*POWELL: WE WILL CONTINUE TO MAKE OUR DECISIONS OBJECTIVELY,1,0
*POWELL: INFLATION HAS COME IN A TOUCH BELOW WHERE WE EXPECTED,1,0
*POWELL ANSWERS QUESTIONS AFTER OPENING STATEMENT,1,0
*POWELL: INFLATION TREND LETS FOMC BE PATIENT GOING FORWARD,1,0
*POWELL: INFLATION TREND LETS FOMC BE PATIENT GOING FORWARD,1,0
"*POWELL: RUNOFF OF BALANCE SHEET HAS BEEN SMOOTH, SERVED PURPOSE",1,0
*POWELL: I DON'T SEE US CHANGING BALANCE-SHEET POLICY,1,0
*POWELL: I DON'T SEE US CHANGING BALANCE-SHEET POLICY,1,0
*POWELL: INFLATION TREND ALLOWS FOMC TO BE PATIENT GOING FORWARD,1,0
*POWELL: INFLATION TREND ALLOWS FOMC TO BE PATIENT GOING FORWARD,1,0
*POWELL: WE STILL HAVE A POSITIVE FORECAST,1,60
*POWELL: I WILL BE LOOKING TO SEE IF DATA IN LINE WITH FORECAST,1,-60
*POWELL: WE'VE REACHED BOTTOM END OF ESTIMATES OF NEUTRAL RANGE,1,0
*POWELL: FAIRLY HIGH DEGREE OF UNCERTAINTY ON RATE PATH,1,0
*POWELL: WE TOOK NOTE OF TIGHTENING OF FINANCIAL CONDITIONS,1,-60
*POWELL: LANGUAGE ON MONITORING DEVELOPMENTS ACKNOWLEDGES RISKS,1,0
*POWELL: LANGUAGE ON MONITORING DEVELOPMENTS ACKNOWLEDGES RISKS,1,0
*POWELL CITES SENSE OF CONCERN AMONG BUSINESSES ON GLOBAL GROWTH,1,0
*POWELL CITES SENSE OF CONCERN AMONG BUSINESSES ON GLOBAL GROWTH,1,0
*POWELL: POLITICAL CONSIDERATIONS PLAY NO ROLE IN POLICY MAKING,1,-60
*POWELL: NOTHING WILL DETER US FROM DOING THE RIGHT THING,1,0
*POWELL: NOTHING WILL DETER US FROM DOING THE RIGHT THING,1,0
*POWELL: POLITICAL CONSIDERATIONS PLAY NO ROLE IN FED POLICY,1,-60
*POWELL: AS A COMMITTEE WE DON'T DESIRE INFLATION UNDERSHOOTS,1,0
*POWELL: I HAVEN'T SAID THAT WE'VE ACHIEVED SYMMETRIC GOAL,1,60
"*POWELL: 2% INFLATION GOAL IS SYMMETRIC, NOT DECLARED VICTORY",1,0
*POWELL: 2018 IS BEST YEAR FOR ECONOMY SINCE FINANCIAL CRISIS,1,0
*POWELL SAYS ECONOMY'S HEALTH WARRANTS TODAY'S RATE HIKE,1,60
*POWELL: POLICY AT THIS POINT DOES NOT NEED TO BE ACCOMMODATIVE,1,0
"*POWELL: POLICY DOESN'T NEED TO BE ACCOMMODATIVE, CAN BE NEUTRAL",1,0
"*POWELL: NOT LOOKING AT CHANGING LAW, INFLATION TARGET",1,0
*POWELL: DOT PLOT DOES PROVIDE USEFUL INFORMATION,1,60
*POWELL: DOT PLOT NOT A CONSENSUS FORECAST,1,0
*POWELL: DOT PLOT NOT A CONSENSUS FORECAST,1,0
*POWELL: AMOUNT OF BALANCE-SHEET RUNOFF HAS BEEN SMALL SO FAR,1,60
"*POWELL: BILL SUPPLY HAS PUSHED UP SHORT-TERM RATES, REPO RATES",1,60
*POWELL: WE DON'T SEE BALANCE-SHEET RUNOFF AS CREATING PROBLEMS,1,0
*POWELL: WE HAVE A STRONG FORECAST GENERALLY FOR NEXT YEAR,1,60
*POWELL: RATE HIKES DEPEND ON DATA SHOWING ECONOMIC STRENGTH,1,60
*POWELL: POLICY DOESN'T CURRENTLY NEED TO BE RESTRICTIVE,1,0
"U.S. Yield Curve to Flatten as Fed Signals More Hiking, BMO Says",1,0
"U.S. Yield Curve to Flatten as Fed Signals More Hiking, BMO Says",1,0
"U.S. Yield Curve to Flatten as Fed Signals More Hiking, BMO Says",1,0
*POWELL: SUSTAINED CHANGE IN FINANCIAL CONDITIONS WOULD MATTER,1,-60
"Stocks, 10-Year Yields on Lows as Powell Speaks",1,0
*POWELL: SOME VOLATILITY PROBABLY DOESN'T LEAVE ECONOMIC MARK,1,0
*POWELL: NO SINGLE MARKET IS DOMINANT INDICATOR FOR MACROECONOMY,1,0
*POWELL: INFLATION NO LONGER SO REACTIVE TO CHANGES IN GROWTH,1,0
Stocks' Sell-Off Worsens as Powell Sticks to Guns: Markets Live,1,-60
Stocks' Sell-Off Worsens as Powell Sticks to Guns: Markets Live,1,-60
"Fed Raises Rates, Trims Forecast for Hikes in 2019 to Two (2)",1,60
"Fed Raises Rates, Trims Forecast for Hikes in 2019 to Two (2)",1,60
*POWELL: HAVING REGULAR PRESS CONFERENCES WILL BE A BIG GAIN,1,0
*POWELL: WE'LL HAVE THE ABILITY TO MOVE AT 8 MEETINGS PER YEAR,1,0
*POWELL: WAGE INCREASE HAS BEEN `VERY GRADUAL',1,0
*POWELL: I EXPECT WAGE INCREASES WILL CONTINUE; WILL BE WELCOME,1,0
Forwards Pare Drop as Fed Signals Some Further Hikes: Asia NDFs,1,-60
Forwards Pare Drop as Fed Signals Some Further Hikes: Asia NDFs,1,-60
*POWELL: WAGE INCREASES DON'T NEED TO BE INFLATIONARY,1,0
*POWELL: WE HEAR A LOT OF ANECDOTAL INFO ABOUT LABOR SHORTAGES,1,0
*POWELL: PRIME-AGE MALE LABOR PARTICIPATION REMAINS LOW,1,0
*POWELL: ECONOMY HAS SHOWN LABOR PARTICIPATION CAN MOVE HIGHER,1,60
*POWELL: I WOULDN'T WANT TO MATERIALLY CHANGE CAPITAL LEVELS,1,0
*POWELL: DROP IN LONGER-TERM YIELDS CONSISTENT WITH RISK-OFF,1,-60
"*POWELL: STILL EXPECT SOLID GROWTH NEXT YEAR, HEALTHY ECONOMY",1,60
"*POWELL: STILL EXPECT SOLID GROWTH NEXT YEAR, HEALTHY ECONOMY",1,60
"*POWELL: REAL UNCERTAINTY ABOUT PACE, DESTINATION OF RATES",1,-60
*POWELL: RECENTLY SEEN MODEST RETRACING IN GLOBAL GROWTH,1,0
*IMF SAYS PASS-THROUGH FROM ARGENTINA PESO DEVALUATION IS WANING,21,0
*POWELL: BREXIT SHOULDN'T HAVE MAJOR IMPLICATIONS FOR U.S.,1,-60
*POWELL: BREXIT SHOULDN'T HAVE MAJOR IMPLICATIONS FOR U.S.,1,-60
*POWELL: BREXIT SHOULDN'T HAVE MAJOR IMPLICATIONS FOR U.S.,1,-60
*POWELL CONCLUDES PRESS CONFERENCE,1,60
U.S. Treasury Curve Update: Curve Shifts Lower,1,-60
Canada Sovereign Curve Update: Curve Shifts Lower,6,-60
U.S. Federal Open Market Committee Statements Comparison,1,0
U.S. Federal Open Market Committee Statements Comparison,1,0
U.S. Jobless Claims Fall to 12-Week Low Amid Tight Labor Market,1,0
Toronto New Home Prices Show Biggest 12-Month Fall Since 1996,6,0
* AUTONOMY OF RBI,13,-60
*INDIA FOREX RESERVES AT $393.7B AS OF DEC. 7,13,0
*INDIA FOREX RESERVES AT $393.7B AS OF DEC. 7,13,0
*INDIA FOREX RESERVES RISE $16.6M TO $393.7B AS OF DEC. 7,13,0
*INDIA FOREX RESERVES RISE $16.6M TO $393.7B AS OF DEC. 7,13,0
*DE COS: EXTENDING RETIREMENT AGE COULD HELP CLOSE SPAIN DEFICIT,2,0
*SPAIN APPROVES DEFENSE PROGRAMS FOR EU7.3B,2,0
*INDIA NOV. EXPORTS RISE 0.8% Y/Y,13,0
*INDIA NOV. IMPORTS RISE 4.3% Y/Y,13,0
*INDIA NOV. TRADE BALANCE -$16.670 BLN; EST. -$15.100 BLN,13,0
*INDIA NOV. TRADE BALANCE -$16.670 BLN; EST. -$15.100 BLN,13,0
Spanish Cabinet Approves Defense Programs for EU7.3 Billion,2,0
Loonie Slips Versus Greenback; Ontario Rating Cut: Inside Canada,6,-60
Loonie Slips Versus Greenback; Ontario Rating Cut: Inside Canada,6,-60
Loonie Slips Versus Greenback; Ontario Rating Cut: Inside Canada,6,-60
India Nov. Trade Balance -$16.670 Bln; Est. -$15.100 Bln,13,0
India Nov. Trade Balance -$16.670 Bln; Est. -$15.100 Bln,13,0
*U.S. NOV. RETAIL SALES INCREASE 0.2 %,1,0
*U.S. NOV. RETAIL SALES RISE 0.2% M/M; EX-AUTOS UP 0.2%,1,60
South Africa Sovereign Update: Curve Shifts Higher,20,0
*INDIA'S NOV. GOLD IMPORTS AT $2.76B,13,-60
*BLOOMBERG DOLLAR IDX TO YTD HIGH AS U.S. RETAIL SALES BEAT ESTS,1,0
Canada Household Debt to Income Rises to 173.8% After Revisions,6,0
Pound's Stiff Upper Lip Is Bad News for PM May,4,0
*ICE U.S. DOLLAR INDEX RISES 0.6% TO NEW 2018 HIGH,1,60
CLP Suffers as Metals Sink Amid China Concerns: Inside Andes,7,-60
CLP Suffers as Metals Sink Amid China Concerns: Inside Andes,7,-60
CLP Suffers as Metals Sink Amid China Concerns: Inside Andes,7,-60
Convergence Trade in Doubt as U.S. Steams Ahead,1,-60
Convergence Trade in Doubt as U.S. Steams Ahead,1,-60
*U.S. NOV. INDUSTRIAL PRODUCTION RISES 0.6%; EST. 0.3% RISE,1,0
*U.S. NOV. FACTORY OUTPUT UNCHANGED; EST. 0.3% RISE,1,0
*U.S. NOV. FACTORY OUTPUT UNCHANGED; EST. 0.3% RISE,1,0
*U.S. NOV. FACTORY OUTPUT UNCHANGED; EST. 0.3% RISE,1,0
*U.S. NOV. CAPACITY UTILIZATION RISES TO 78.5% FROM 78.1%,1,0
*U.S. NOV. UTILITY PRODUCTION RISES 3.3%; MINING UP 1.7%,1,60
"*U.S. OCT. INDUSTRIAL OUTPUT FELL 0.2%, REVISED FROM 0.1% RISE",1,-60
Convergence Trade in Doubt as U.S. Steams Ahead: Markets Live,1,-60
Convergence Trade in Doubt as U.S. Steams Ahead: Markets Live,1,-60
Fed Still on Track for Hike as Jobs Data Deepen 2019 Rate Debate,1,60
Fed Still on Track for Hike as Jobs Data Deepen 2019 Rate Debate,1,60
Dollar Risks Losing Mojo as Split Congress Could Stymie Stimulus,1,-60
Dollar Risks Losing Mojo as Split Congress Could Stymie Stimulus,1,-60
"Kospi Stocks Lose Foreign Investors as Index Falls, Won Gains",9,0
"Kospi Stocks Lose Foreign Investors as Index Falls, Won Gains",9,0
Expect Zero Return in U.S. Stocks Over the Next Decade,1,60
*ARGENTINE CENTRAL BANK PRESIDENT SANDLERIS SPEAKS IN CHINA,7,0
*ARGENTINE CENTRAL BANK PRESIDENT SANDLERIS SPEAKS IN CHINA,7,0
*ARGENTINA IN TALKS TO EXPAND PBOC CREDIT LINE BY 60B YUAN,7,60
*ARGENTINA IN TALKS TO EXPAND PBOC CREDIT LINE BY 60B YUAN,7,60
Argentina in Talks to Expand PBOC Credit Line by 60B Yuan,7,60
A Sanguine Outlook on U.S. Interest Rates and Inflation,1,60
Fed Stands Pat on Interest Rates Ahead of Expected December Hike,1,60
Fed Stands Pat on Interest Rates Ahead of Expected December Hike,1,60
*FED SAYS BUSINESS INVESTMENT GROWTH `MODERATED' FROM RAPID PACE,1,0
"*FED SAYS ECONOMY, JOB GAINS STRONG; LABOR MARKET STRENGTHENED",1,60
"*FED SAYS ECONOMY, JOB GAINS STRONG; LABOR MARKET STRENGTHENED",1,60
*FED SAYS OVERALL INFLATION AND CORE INFLATION REMAIN NEAR 2%,1,0
*FED SAYS OVERALL INFLATION AND CORE INFLATION REMAIN NEAR 2%,1,0
*FED REPEATS RISKS TO ECONOMIC OUTLOOK `APPEAR ROUGHLY BALANCED',1,0
*FED REPEATS RISKS TO ECONOMIC OUTLOOK `APPEAR ROUGHLY BALANCED',1,0
*FED REPEATS RISKS TO ECONOMIC OUTLOOK `APPEAR ROUGHLY BALANCED',1,0
*FED SAYS LONGER-TERM INFLATION EXPECTATIONS LITTLE CHANGED,1,0
*FED: FOMC VOTE WAS UNANIMOUS,1,0
U.S. Federal Open Market Committee Statements Comparison,1,0
U.S. Federal Open Market Committee Statements Comparison,1,0
Fed Statement Looks Fairly Neutral,1,60
FOMC Repeats Gradual Pace With No Mention of Stock Turbulence,1,0
Fed Statement Almost Unchanged Yet Dollar Gaining,1,60
Dollar Gains Steam as Fed Ignores Stock Volatility: Markets Live,1,0
Curve to Keep Flattening as Fed Seems Set on Hiking Path: BMO,1,0
Curve to Keep Flattening as Fed Seems Set on Hiking Path: BMO,1,0
"Kospi Stocks Gain Foreign Investors as Index Rises, Won Advances",9,60
"Kospi Stocks Gain Foreign Investors as Index Rises, Won Advances",9,60
Post-FOMC Decision Dollar Move Tied to Position Adjustment: CIBC,1,0
Post-FOMC Decision Dollar Move Tied to Position Adjustment: CIBC,1,0
"*ITALY, SPAIN WILL SEEK SHARED POSITION ON MIGRATION: MOAVERO",2,0
"*ITALY, SPAIN WILL SEEK SHARED POSITION ON MIGRATION: MOAVERO",2,0
"*ITALY, SPAIN WILL SEEK SHARED POSITION ON MIGRATION: MOAVERO",2,0
*ITALIAN FOREIGN MIN MOAVERO SPEAKS AT NEWS CONFERENCE IN MADRID,2,0
*EU'S BARNIER SAYS CITIZENS IN EUROPE ARE ANXIOUS ABOUT BREXIT,2,0
*EU'S BARNIER SAYS CITIZENS IN EUROPE ARE ANXIOUS ABOUT BREXIT,2,0
*EU CHIEF BREXIT NEGOTIATOR MICHEL BARNIER SPEAKS IN BRUSSELS,2,0
*EU CHIEF BREXIT NEGOTIATOR MICHEL BARNIER SPEAKS IN BRUSSELS,2,0
*EU CHIEF BREXIT NEGOTIATOR MICHEL BARNIER SPEAKS IN BRUSSELS,2,0
Rupee Contracts Gain Amid Month-End Repositioning: Asian NDFs,13,0
Rupee Forwards Advance as Upward Momentum Builds: Asian NDFs,13,0
Rupee Forwards Advance as Upward Momentum Builds: Asian NDFs,13,0
Rupee Contracts Lead Advance as Oil Rises: Asian NDFs,13,60
Forwards Ease as Greenback Drops on Inflation Data: Asian NDFs,1,0
*U.S. STOCKS REMAIN HIGHER AFTER FED RATE DECISION,1,60
"Yields, Dollar Move Lower After Fed",1,-60
U.S. Federal Open Market Committee Statements Comparison,1,0
U.S. Federal Open Market Committee Statements Comparison,1,0
"Dollar, Treasury Yields Extend Declines After Fed: Markets Wrap",1,-60
"Dollar, Treasury Yields Extend Declines After Fed: Markets Wrap",1,-60
"Dollar, Treasury Yields Extend Declines After Fed: Markets Wrap",1,-60
"Fed Increases Rates and Says More Coming, Brushing Off Trump (1)",1,0
"Dollar Sinks, Treasuries Extend Gains After Fed: Markets Wrap",1,0
"Dollar Sinks, Treasuries Extend Gains After Fed: Markets Wrap",1,0
*BAHRAIN RAISES KEY POLICY RATES AFTER FED MOVE,1,60
*BAHRAIN RAISES KEY POLICY RATES AFTER FED MOVE,1,60
*S&P 500 RISES 0.5 PERCENT TO SESSION HIGH AFTER FED DECISION,1,60
Dollar to Fall Unless Powell Rhetoric Changes Outlook: Citigroup,1,-60
"Dollar Sinks, Stocks Extend Gains After Fed Move: Markets Wrap",1,60
"Bahrain Raises Key Policy Rates After Fed Move, Kuwait Holds",1,60
"Bahrain Raises Key Policy Rates After Fed Move, Kuwait Holds",1,60
"Bahrain Raises Key Policy Rates After Fed Move, Kuwait Holds",1,60
*POWELL: OUR ECONOMY IS STRONG,1,60
*FED CHAIRMAN POWELL SPEAKS AT PRESS CONFERENCE IN WASHINGTON,1,0
*FED CHAIRMAN POWELL SPEAKS AT PRESS CONFERENCE IN WASHINGTON,1,0
*FED CHAIRMAN POWELL SPEAKS AT PRESS CONFERENCE IN WASHINGTON,1,0
"*POWELL SAYS OUR ECONOMY IS STRONG, JOBLESS RATE LOW",1,60
"*POWELL: NUMBER OF PEOPLE WORKING RISING, WAGES ARE UP",1,0
"*POWELL: NOT EVERYTHING IS PERFECT, NOT ALL AMERICANS BENEFITING",1,0
Knee-Jerk Fed Market Reactions Reverse,1,0
*POWELL: FED HAS BEEN GRADUALLY RETURNING RATES TO NORMAL,1,0
*POWELL: FED HAS BEEN GRADUALLY RETURNING RATES TO NORMAL,1,0
*POWELL: RATES REMAIN LOW,1,0
*POWELL: GRADUAL RETURN TO NORMAL HELPING TO SUSTAIN ECONOMY,1,60
*POWELL: I'M CONFIDENT THAT FINANCIAL SYSTEM IS STRONGER TODAY,1,60
"*POWELL: CONSUMER, BUSINESS SPENDING EXPANDING BRISKLY",1,0
*POWELL: OVERALL GROWTH OUTLOOK REMAINS FAVORABLE,1,0
*POWELL: OVERALL FINANCIAL CONDITIONS REMAIN ACCOMMODATIVE,1,0
*POWELL: WE EXPECT JOB MARKET TO REMAIN STRONG,1,60
*POWELL: PARTICIPATION RATE IS A POSITIVE SIGN,1,60
*POWELL: FOMC EXPECTS TO SEE 2% INFLATION ON SUSTAINED BASIS,1,0
*POWELL: FOMC EXPECTS TO SEE 2% INFLATION ON SUSTAINED BASIS,1,0
*POWELL: INFLATION COULD BE ABOVE OR BELOW 2% AT ANY GIVEN TIME,1,-60
*POWELL: MEDIAN PROJECTIONS FOR INFLATION VERY CLOSE TO 2%,1,0
*POWELL: TODAY'S RATE HIKE REFLECTS ECONOMIC STRENGTH,1,60
*POWELL SEES OIL-PRICE IMPACT ON INFLATION TO BE TRANSITORY,1,0
*POWELL SEES OIL-PRICE IMPACT ON INFLATION TO BE TRANSITORY,1,0
*POWELL: PROJECTIONS SHOW GRADUAL RATE HIKES SIMILAR TO JUNE,1,60
*POWELL: WELL AWARE THAT ECONOMY REGULARLY SURPRISES,1,60
"*POWELL: IF ECONOMY FALTERS, LOWER RATES WARRANTED",1,-60
*POWELL: DROPPING ACCOMMODATIVE DOESN'T SIGNAL RATE-PATH CHANGE,1,0
*POWELL: TIGHTENING CYCLE A REFLECTION OF STRENGTH OF ECONOMY,1,60
*POWELL: TIGHTENING CYCLE A REFLECTION OF STRENGTH OF ECONOMY,1,60
*POWELL: GRADUAL HIKES LETS FED MONITOR INCOMING ECONOMIC DATA,1,60
*POWELL: OUR GRADUAL HIKES LIMIT LONG AND VARIABLE LAG ISSUES,1,0
*POWELL ON TRUMP CRITICISM: CONGRESS GAVE US IMPORTANT JOB,1,0
*POWELL ON TRUMP CRITICISM: CONGRESS GAVE US IMPORTANT JOB,1,0
Powell Says Don't Read Too Much Into Droping `Accommodative',1,-60
*POWELL: WE'RE FOCUSED EXCLUSIVELY ON CARRYING OUT OUR MISSION,1,0
*POWELL: WE'RE FOCUSED EXCLUSIVELY ON CARRYING OUT OUR MISSION,1,0
*POWELL: FED FOCUSED EXCLUSIVELY ON CARRYING OUT ITS MISSION,1,0
*POWELL: WE DON'T CONSIDER POLITICAL FACTORS,1,-60
"*POWELL, ASKED ABOUT TRUMP PRESSURE, SAYS FED FOCUSED ON MISSION",1,-60
"*POWELL, ASKED ABOUT TRUMP PRESSURE, SAYS FED FOCUSED ON MISSION",1,-60
*POWELL: WE DON'T CONSIDER POLITICAL FACTORS,1,-60
*POWELL: WE DO TAKE FINANCIAL CONDITIONS INTO CONSIDERATION,1,-60
*POWELL: FINANCIAL CONDITIONS JUST ONE THING WE CONSIDER,1,-60
*POWELL: SOME PARTICIPANTS SEE MODEST OVERSHOOT OF NEUTRAL RATE,1,60
*POWELL: HARD TO BE CONFIDENT THAT FAR OUT INTO FUTURE,1,0
*POWELL: JOBLESS RATE FORECASTS REFLECT FLAT PHILLIPS CURVE,1,60
*POWELL: INFLATION PROCESS CHANGED DRAMATICALLY SINCE 1960S,1,0
*POWELL: WE WILL ADJUST POLICY IF INFLATION PATH CHANGES,1,0
*POWELL: SOME ASSET PRICES IN UPPER REACH OF HISTORICAL RANGES,1,0
*POWELL: NONFINANCIAL CORPORATES HAVE STORY OF LEVERAGE THERE,1,0
*POWELL: SOME ASSET PRICES IN UPPER REACHES OF HISTORIC RANGES,1,0
*POWELL: COUNTERCYCLICAL CAPITAL BUFFER REMAINS AVAILABLE TO USE,1,0
*POWELL: I'M IN CAMP OF SEEING FINL VULNERABILITIES AS MODERATE,1,-60
*POWELL: I'M IN CAMP OF SEEING FINL VULNERABILITIES AS MODERATE,1,-60
*POWELL: I'M IN CAMP OF SEEING FINL VULNERABILITIES AS MODERATE,1,-60
*POWELL: NEED TO BE ALERT TO BUILD-UP OF VULNERABILITIES,1,60
*POWELL: NEED TO BE ALERT TO BUILD-UP OF VULNERABILITIES,1,60
*POWELL: WE HAVE BEEN HEARING RISING CHORUS OF BUSINESS CONCERNS,1,-60
*POWELL: HEARING QUITE A LOT OF CONCERNS OVER TRADE ISSUES,1,-60
*POWELL: FED HEARING RISING CHORUS OF CONCERN ON TRADE POLICY,1,0
*POWELL: IT'S HARD TO SEE MUCH AGGREGATE IMPACT FROM TARIFFS,1,-60
*POWELL: I'D WORRY IN LONGER RUN WHERE TRADE POLICY IS GOING,1,-60
*POWELL: WIDESPREAD TARIFFS OVER LONG TIME WOULD BE BAD FOR U.S.,1,-60
*POWELL: WIDESPREAD TARIFFS OVER LONG TIME WOULD BE BAD FOR U.S.,1,-60
*POWELL: ECONOMY BEEN COMING IN STRONGER THAN EXPECTED THIS YEAR,1,60
*POWELL: ECONOMY BEEN COMING IN STRONGER THAN EXPECTED THIS YEAR,1,60
"*POWELL: TAX CUTS, SPENDING INCREASES HAVE BOOSTED ECONOMY",1,0
*POWELL: HIGHER OIL PRICES MAY ALSO BE BOOSTING ECONOMY,1,60
*POWELL: GROWTH PICTURE SUPPORTED BY HIGH CONFIDENCE READINGS,1,60
*POWELL: THIS IS A PARTICULARLY BRIGHT MOMENT FOR ECONOMY,1,0
*POWELL: WE HOPE SUPPLY-SIDE EFFECTS OF TAX POLICY ARE HUGE,1,0
*POWELL: TOO SOON TO SEE SUPPLY-SIDE EFFECTS OF TAX CHANGES,1,0
Stocks Advance With Dollar After Fed Rate Decision: Markets Wrap,1,60
*POWELL: I HOPE WE WILL BE RAISING ESTIMATES OF POTENTIAL GROWTH,1,-60
"*POWELL: IF INFLATION SURPRISES TO UPSIDE, WE COULD MOVE FASTER",1,0
"*POWELL: WE'D REACT TO SIGNIFICANT, LASTING MARKET CORRECTION",1,0
"*POWELL: IF THE ECONOMY WERE WEAKENING, PROBABLY WOULD CUT RATES",1,-60
Powell Doesn't Sound Worried About Trade War,1,-60
Powell Doesn't Sound Worried About Trade War,1,-60
*POWELL: LABOR FORCE PARTICIPATION HAS SURPRISED US ON UPSIDE,1,60
*POWELL: LABOR FORCE PARTICIPATION HAS SURPRISED US ON UPSIDE,1,60
*POWELL: PARTICIPATION HAS KEPT JOBLESS RATE FROM FALLING MORE,1,0
*POWELL: TARIFFS MIGHT PROVIDE BASIS FOR COS. TO RAISE PRICES,1,0
